path	poi	time_1	time_2	index
140417_MIS12_MitoSys1\cell0002_R0010	MIS12	105	9	12
140417_MIS12_MitoSys1\cell0002_R0010	MIS12	110	9	13
140417_MIS12_MitoSys1\cell0002_R0010	MIS12	111	9	14
140417_MIS12_MitoSys1\cell0002_R0010	MIS12	112	9	15
140417_MIS12_MitoSys1\cell0002_R0010	MIS12	113	9	16
140417_MIS12_MitoSys1\cell0002_R0010	MIS12	114	9	17
140417_MIS12_MitoSys1\cell0002_R0010	MIS12	115	9	18
140417_MIS12_MitoSys1\cell0002_R0010	MIS12	117	10	19
140417_MIS12_MitoSys1\cell0002_R0010	MIS12	123	11	20
140417_MIS12_MitoSys1\cell0002_R0010	MIS12	131	12	21
140417_MIS12_MitoSys1\cell0002_R0010	MIS12	136	13	22
140417_MIS12_MitoSys1\cell0002_R0010	MIS12	143	13	23
140417_MIS12_MitoSys1\cell0002_R0010	MIS12	149	14	24
140417_MIS12_MitoSys1\cell0002_R0010	MIS12	154	15	25
140417_MIS12_MitoSys1\cell0002_R0010	MIS12	161	15	26
140417_MIS12_MitoSys1\cell0002_R0010	MIS12	168	17	27
140417_MIS12_MitoSys1\cell0002_R0010	MIS12	176	18	28
140417_MIS12_MitoSys1\cell0002_R0010	MIS12	178	18	29
140417_MIS12_MitoSys1\cell0002_R0010	MIS12	186	18	30
140417_MIS12_MitoSys1\cell0002_R0010	MIS12	187	18	31
140417_MIS12_MitoSys1\cell0002_R0010	MIS12	204	20	32
140417_MIS12_MitoSys1\cell0002_R0010	MIS12	205	20	33
140417_MIS12_MitoSys1\cell0002_R0010	MIS12	213	20	34
140417_MIS12_MitoSys1\cell0002_R0010	MIS12	221	20	35
140417_MIS12_MitoSys1\cell0002_R0010	MIS12	230	20	36
140417_MIS12_MitoSys1\cell0002_R0010	MIS12	232	20	37
140417_MIS12_MitoSys1\cell0002_R0010	MIS12	235	20	38
140417_MIS12_MitoSys1\cell0002_R0010	MIS12	236	20	39
140417_MIS12_MitoSys1\cell0002_R0010	MIS12	237	20	40
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	10	2	1
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	13	3	2
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	20	4	3
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	27	4	4
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	33	5	5
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	41	6	6
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	46	6	7
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	52	7	8
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	59	8	9
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	64	8	10
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	67	9	11
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	68	9	12
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	69	9	13
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	90	9	14
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	94	9	15
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	95	9	16
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	96	9	17
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	97	9	18
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	98	9	19
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	118	10	20
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	124	11	21
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	131	12	22
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	137	13	23
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	143	13	24
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	148	14	25
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	154	15	26
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	165	16	27
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	171	17	28
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	182	18	29
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	186	18	30
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	187	18	31
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	188	19	32
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	189	19	33
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	196	20	34
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	197	20	35
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	198	20	36
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	221	20	37
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	227	20	38
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	229	20	39
140417_MIS12_MitoSys1\cell0003_R0040	MIS12	232	20	40
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	10	2	1
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	15	3	2
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	20	4	3
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	36	5	4
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	40	6	5
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	46	6	6
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	49	7	7
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	55	8	8
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	66	9	9
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	77	9	10
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	113	9	11
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	114	9	12
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	115	9	13
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	116	10	14
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	117	10	15
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	118	10	16
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	120	10	17
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	127	11	18
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	131	12	19
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	138	13	20
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	144	14	21
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	149	14	22
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	153	15	23
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	159	15	24
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	165	16	25
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	168	17	26
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	172	18	27
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	185	18	28
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	200	20	29
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	214	20	30
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	215	20	31
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	216	20	32
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	230	20	33
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	231	20	34
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	232	20	35
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	233	20	36
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	234	20	37
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	235	20	38
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	236	20	39
140417_MIS12_MitoSys1\cell0004_R0031	MIS12	237	20	40
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	1	1	1
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	1	1	2
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	10	2	3
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	15	3	4
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	21	4	5
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	38	5	6
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	43	6	7
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	50	7	8
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	51	7	9
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	55	8	10
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	57	8	11
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	65	8	12
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	76	9	13
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	77	9	14
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	80	9	15
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	89	9	16
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	98	9	17
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	117	10	18
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	121	10	19
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	128	11	20
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	133	12	21
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	140	13	22
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	146	14	23
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	150	14	24
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	156	15	25
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	167	16	26
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	173	18	27
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	178	18	28
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	179	18	29
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	186	18	30
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	205	20	31
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	208	20	32
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	209	20	33
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	210	20	34
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	211	20	35
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	230	20	36
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	234	20	37
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	235	20	38
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	236	20	39
140417_MIS12_MitoSys1\cell0006_R0008	MIS12	237	20	40
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	1	1	1
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	5	2	2
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	13	3	3
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	18	3	4
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	23	4	5
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	56	8	6
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	58	8	7
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	59	8	8
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	60	8	9
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	61	8	10
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	63	8	11
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	74	9	12
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	80	9	13
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	83	9	14
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	103	9	15
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	105	9	16
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	106	9	17
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	112	9	18
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	117	10	19
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	120	10	20
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	126	11	21
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	132	12	22
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	138	13	23
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	145	14	24
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	149	14	25
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	155	15	26
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	161	15	27
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	166	16	28
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	175	18	29
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	176	18	30
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	177	18	31
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	187	18	32
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	195	19	33
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	196	20	34
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	197	20	35
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	208	20	36
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	209	20	37
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	229	20	38
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	236	20	39
140417_MIS12_MitoSys1\cell0013_R0020	MIS12	237	20	40
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	10	2	1
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	16	3	2
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	21	4	3
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	34	5	4
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	36	5	5
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	43	6	6
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	49	7	7
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	55	8	8
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	63	8	9
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	66	9	10
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	67	9	11
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	68	9	12
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	69	9	13
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	70	9	14
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	71	9	15
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	118	10	16
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	121	10	17
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	130	12	18
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	136	13	19
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	141	13	20
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	146	14	21
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	152	15	22
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	176	18	23
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	177	18	24
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	185	18	25
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	195	19	26
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	197	20	27
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	200	20	28
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	209	20	29
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	227	20	30
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	228	20	31
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	229	20	32
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	230	20	33
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	231	20	34
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	232	20	35
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	233	20	36
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	234	20	37
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	235	20	38
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	236	20	39
140417_MIS12_MitoSys1\cell0015_R0013	MIS12	237	20	40
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	6	2	1
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	8	2	2
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	15	3	3
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	21	4	4
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	24	4	5
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	25	4	6
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	26	4	7
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	43	6	8
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	49	7	9
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	56	8	10
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	74	9	11
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	110	9	12
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	111	9	13
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	112	9	14
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	113	9	15
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	114	9	16
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	115	9	17
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	116	10	18
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	117	10	19
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	118	10	20
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	119	10	21
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	121	10	22
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	127	11	23
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	133	12	24
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	139	13	25
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	147	14	26
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	152	15	27
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	157	15	28
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	160	15	29
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	166	16	30
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	170	17	31
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	182	18	32
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	228	20	33
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	230	20	34
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	231	20	35
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	233	20	36
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	234	20	37
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	235	20	38
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	236	20	39
140417_MIS12_MitoSys1\cell0017_R0010	MIS12	237	20	40
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	6	2	1
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	7	2	2
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	20	4	3
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	34	5	4
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	35	5	5
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	36	5	6
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	37	5	7
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	38	5	8
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	41	6	9
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	42	6	10
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	43	6	11
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	58	8	12
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	59	8	13
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	61	8	14
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	66	9	15
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	67	9	16
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	68	9	17
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	69	9	18
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	70	9	19
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	71	9	20
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	72	9	21
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	119	10	22
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	124	11	23
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	131	12	24
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	137	13	25
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	142	13	26
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	147	14	27
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	154	15	28
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	174	18	29
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	179	18	30
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	185	18	31
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	186	18	32
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	200	20	33
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	209	20	34
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	219	20	35
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	226	20	36
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	227	20	37
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	235	20	38
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	236	20	39
140417_MIS12_MitoSys1\cell0018_R0005	MIS12	237	20	40
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	1	1	1
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	1	1	2
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	5	2	3
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	11	2	4
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	15	3	5
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	22	4	6
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	28	5	7
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	41	6	8
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	53	7	9
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	57	8	10
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	62	8	11
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	63	8	12
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	64	8	13
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	65	8	14
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	66	9	15
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	67	9	16
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	68	9	17
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	69	9	18
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	70	9	19
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	89	9	20
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	90	9	21
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	91	9	22
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	96	9	23
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	127	11	24
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	133	12	25
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	140	13	26
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	144	14	27
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	152	15	28
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	158	15	29
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	171	17	30
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	176	18	31
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	178	18	32
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	189	19	33
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	200	20	34
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	209	20	35
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	210	20	36
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	211	20	37
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	216	20	38
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	227	20	39
140417_MIS12_MitoSys2\cell0012_R0035	MIS12	229	20	40
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	10	2	1
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	13	3	2
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	21	4	3
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	24	4	4
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	25	4	5
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	41	6	6
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	48	7	7
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	53	7	8
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	58	8	9
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	65	8	10
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	77	9	11
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	78	9	12
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	102	9	13
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	103	9	14
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	104	9	15
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	105	9	16
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	106	9	17
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	107	9	18
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	113	9	19
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	117	10	20
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	124	11	21
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	131	12	22
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	137	13	23
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	143	13	24
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	150	14	25
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	156	15	26
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	163	16	27
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	168	17	28
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	176	18	29
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	186	18	30
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	205	20	31
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	220	20	32
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	230	20	33
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	231	20	34
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	232	20	35
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	233	20	36
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	234	20	37
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	235	20	38
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	236	20	39
140417_MIS12_MitoSys2\cell0013_R0030	MIS12	237	20	40
140417_MIS12_MitoSys2\cell0017_R0040	MIS12	10	2	1
140417_MIS12_MitoSys2\cell0017_R0040	MIS12	12	3	2
140417_MIS12_MitoSys2\cell0017_R0040	MIS12	19	3	3
140417_MIS12_MitoSys2\cell0017_R0040	MIS12	24	4	4
140417_MIS12_MitoSys2\cell0017_R0040	MIS12	34	5	5
140417_MIS12_MitoSys2\cell0017_R0040	MIS12	42	6	6
140417_MIS12_MitoSys2\cell0017_R0040	MIS12	47	7	7
140417_MIS12_MitoSys2\cell0017_R0040	MIS12	54	8	8
140417_MIS12_MitoSys2\cell0017_R0040	MIS12	62	8	9
140417_MIS12_MitoSys2\cell0017_R0040	MIS12	66	9	10
